url,title,text,conn_type,depth
https://www.aljazeera.com/latin-america/,Latin America News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://privacy.aljazeera.net/accessibility/,Accessibility Statement – Al Jazeera Privacy,Skip to content Facebook Twitter Email Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public Liberties & Human Rights Al Jazeera Forum Our Channels Al Jazeera English Al Jazeera Arabic Al Jazeera Balkans Al Jazeera Mubasher Al Jazeera Documentary AJ+ AJ+ Arabi AJ+ Español AJ+ French Careers How to Watch Submit Privacy Request Data Access Request Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public ,Direct,2
https://www.aljazeera.com/us-canada/,US & Canada News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://privacy.aljazeera.net/cookie/,Cookie Policy – Al Jazeera Privacy,Skip to content Facebook Twitter Email Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public Liberties & Human Rights Al Jazeera Forum Our Channels Al Jazeera English Al Jazeera Arabic Al Jazeera Balkans Al Jazeera Mubasher Al Jazeera Documentary AJ+ AJ+ Arabi AJ+ Español AJ+ French Careers How to Watch Submit Privacy Request Data Access Request Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public ,Direct,2
https://www.aljazeera.com/asia/,Asia News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://privacy.aljazeera.net/,Al Jazeera Privacy – Al Jazeera Privacy,Skip to content Facebook Twitter Email Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public Liberties & Human Rights Al Jazeera Forum Our Channels Al Jazeera English Al Jazeera Arabic Al Jazeera Balkans Al Jazeera Mubasher Al Jazeera Documentary AJ+ AJ+ Arabi AJ+ Español AJ+ French Careers How to Watch Submit Privacy Request Data Access Request Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public ,Direct,2
https://www.aljazeera.com/africa/,Africa News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://www.aljazeera.com/news/,News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://www.aljazeera.com/live,LIVE - Al Jazeera English | Video broadcast from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://privacy.aljazeera.net/,Al Jazeera Privacy – Al Jazeera Privacy,Skip to content Facebook Twitter Email Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public Liberties & Human Rights Al Jazeera Forum Our Channels Al Jazeera English Al Jazeera Arabic Al Jazeera Balkans Al Jazeera Mubasher Al Jazeera Documentary AJ+ AJ+ Arabi AJ+ Español AJ+ French Careers How to Watch Submit Privacy Request Data Access Request Home Our Network Al Jazeera Media Institute Al Jazeera Centre for Studies Al Jazeera Centre for Public ,Direct,2
https://www.aljazeera.com/,"Breaking News, World News and Video from Al Jazeera","[3,0,2,19,20] {""namedChunks"":[""homepage-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed Skip to Most Read Al Jazeera , link to home page play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climat",Direct,2
https://www.aljazeera.com/us-canada/#news-feed-container,US & Canada News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://www.aljazeera.com/us-canada/#featured-news-container,US & Canada News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://www.aljazeera.com/,"Breaking News, World News and Video from Al Jazeera","[3,0,2,19,20] {""namedChunks"":[""homepage-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed Skip to Most Read Al Jazeera , link to home page play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climat",Direct,2
https://www.aljazeera.com/audio/podcasts/,Podcasts | Al Jazeera,"[12] {""namedChunks"":[""audio-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Live Click her",Direct,2
https://www.aljazeera.com/schedule/,See full schedule,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/newsletters,Al Jazeera Newsletters,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/stay-connected,Stay Connected | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts T",Direct,2
https://www.aljazeera.com/user-accounts-help,User Accounts Help | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/sitemap,Site Map | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/asia/#cookiesPreferences,Asia News | Today's latest from Al Jazeera,"[4,0,2,39] {""namedChunks"":[""section-route""]} Advertisement Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Scie",Direct,2
https://www.aljazeera.com/eu-eea-regulatory/,EU/EEA Regulatory Notice | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/terms-and-conditions/,TERMS AND CONDITIONS | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/code-of-ethics/,Code of Ethics | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/about-us,About Us | Today's latest from Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Liv",Direct,2
https://www.aljazeera.com/video/newsfeed/2025/11/11/what-we-know-about-deadly-india-blast,What we know about deadly India blast | Al Jazeera | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel pla",Direct,2
https://www.aljazeera.com/video/newsfeed/,NewsFeed | Video | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Techn",Direct,2
https://www.aljazeera.com/news/2025/11/11/indian-police-invoke-terror-law-as-modi-alleges-delhi-blast,Indian police invoke ‘terror’ law as Modi alleges Delhi blast ‘conspiracy’ | Police News | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/news/2025/11/11/pakistan-says-india-proxies-behind-islamabad-bombing-what-we-know-so-far,Pakistan says ‘India proxies’ behind Islamabad bombing: What we know so far | Armed Groups News | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/news/2025/11/11/turkish-military-plane-with-at-least-20-on-board-crashes-in-georgia,Turkish military plane with at least 20 on board crashes in Georgia | Aviation News | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/video/newsfeed/2025/11/11/turkish-c-130-military-plane-crashes-in-georgia-with-20-people-aboard,Turkish C-130 military plane crashes in Georgia with 20 people aboard | Aviation | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel pla",Direct,2
https://www.aljazeera.com/video/newsfeed/,NewsFeed | Video | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Techn",Direct,2
https://www.aljazeera.com/video/newsfeed/2025/11/11/what-we-know-about-the-suicide-bombing-outside-an-islamabad-court,What we know about the suicide bombing outside an Islamabad court | India-Pakistan Tensions | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel pla",Direct,2
https://www.aljazeera.com/video/newsfeed/,NewsFeed | Video | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Techn",Direct,2
https://www.aljazeera.com/news/2025/11/12/utter-pandemonium-witnesses-recall-chaos-after-islamabad-suicide-bombing,Witnesses in Pakistan recall chaos after Islamabad suicide bombing | Armed Groups News | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi?update=4101693,"(3) Updates Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad","{""@context"":""https://schema.org"",""@type"":""LiveBlogPosting"",""@id"":""#4100756"",""liveBlogUpdate"":[{""@context"":""https://schema.org"",""@type"":""BlogPosting"",""publisher"":{""@type"":""NewsMediaOrganization"",""foundingDate"":""2006-11-15"",""name"":""Al Jazeera"",""url"":""https://www.aljazeera.com"",""logo"":""https://www.aljazeera.com/images/logo_aje.png"",""sameAs"":[""https://www.facebook.com/aljazeera"",""https://twitter.com/ajenglish"",""https://www.youtube.com/aljazeeraenglish"",""https://www.instagram.com/aljazeeraenglish/?hl",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi?update=4101728,"(2) Updates Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad","cnx,.cnx-inherit-body-font-family,.cnx-inherit-body-font-family,.cnx-cta-btn-text{font-family:""Roboto"",""Roboto Bold"",""Helvetica Neue"",""Helvetica"",""Arial"",sans-serif !important;}cnx-lit-ui-template::part(cta-wrapper){width:71px;height:23px;display:flex;justify-content:center;clip-path:polygon(0% 0,100% 0,100% 100%,0% 100%)} (function() { ""use strict""; try { try { var trackerData; var trackerDataWoodford; const api2 = window.player_instance_3d0f27afc92d418e926a5b48bcf0a51c; api2.on('adImpression',",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi?update=4101740,"(1) Update Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad","[1,0,6,7,33,5] {""namedChunks"":[""liveblog-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology ",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi?update=4101779,"Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad | Conflict News | Al Jazeera","[1,0,6,7,33,5] {""namedChunks"":[""liveblog-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology ",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi,"Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad | Conflict News | Al Jazeera","[1,0,6,7,33,5] {""namedChunks"":[""liveblog-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology ",Direct,2
https://www.aljazeera.com/news/liveblog/2025/11/12/pakistan-india-launch-probes-after-blasts-in-islamabad-new-delhi,"Updates: India, Pakistan launch probes after blasts in New Delhi, Islamabad | Conflict News | Al Jazeera","[1,0,6,7,33,5] {""namedChunks"":[""liveblog-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology ",Direct,2
https://www.aljazeera.com/news/2025/11/12/nine-in-10-afghan-families-skip-meals-take-on-debt-undp,"Nine in 10 Afghan families skip meals, take on debt: UNDP | Migration News | Al Jazeera","[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Live Click here to search search Sign up Navigation menu caret-left Tr",Direct,2
https://www.aljazeera.com/features/2025/11/12/no-blame-why-india-is-being-cautious-with-accusations-after-delhi-blast,No blame: Why India is being cautious with accusations after Delhi blast | Conflict | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel play Live Click here to search search Sign up Navigation menu caret-left In",Direct,2
https://www.aljazeera.com/news/2025/11/12/who-are-india-and-pakistan-blaming-for-delhi-islamabad-blasts,"Who are India and Pakistan blaming for Delhi, Islamabad blasts? | India-Pakistan Tensions News | Al Jazeera","[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/video/quotable/2025/11/12/no-easing-of-violence-expected-after-pakistan-explosion,No “easing of violence” expected after Pakistan explosion | Pakistan Taliban | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel pla",Direct,2
https://www.aljazeera.com/video/quotable/,Quotable | Video | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Techn",Direct,2
https://www.aljazeera.com/news/2025/11/12/can-pakistan-afghanistan-peace-talks-survive-islamabad-delhi-blasts,"Can Pakistan-Afghanistan peace talks survive Islamabad, Delhi blasts? | Politics News | Al Jazeera","[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Advertisement Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podca",Direct,2
https://www.aljazeera.com/video/newsfeed/2025/11/12/learning-afloat-how-bangladeshs-children-go-to-school-by-boat,Learning afloat: How Bangladesh’s children go to school by boat | Education | Al Jazeera,"[0,6,11,5] {""namedChunks"":[""article-route"",""modal""]} Skip links Skip to Content play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Technology Podcasts Travel pla",Direct,2
https://www.aljazeera.com/video/newsfeed/,NewsFeed | Video | Al Jazeera,"[3,4,0,2,8,16] {""namedChunks"":[""common-route""]} Skip links Skip to Featured Content Skip to Content Feed play Live Sign up Enrich your Al Jazeera experience by signing in or creating an account. Close Tooltip Close navigation menu Navigation menu News Show more news sections Africa Asia US & Canada Latin America Europe Asia Pacific Middle East Explained Opinion Sport Video More Show more sections Features Economy Human Rights Climate Crisis Investigations Interactives In Pictures Science & Techn",Direct,2
https://www.aljazeera.com/news/2025/11/12/india-says-deadly-car-blast-was-terror-attack-by-anti-national-forces,India says deadly car blast was ‘terror’ attack by ‘antinational forces’ | Conflict News | Al Jazeera,"cnx,.cnx-inherit-body-font-family,.cnx-inherit-body-font-family,.cnx-cta-btn-text{font-family:""Roboto"",""Roboto Bold"",""Helvetica Neue"",""Helvetica"",""Arial"",sans-serif !important;}cnx-lit-ui-template::part(cta-wrapper){width:71px;height:23px;display:flex;justify-content:center;clip-path:polygon(0% 0,100% 0,100% 100%,0% 100%)} (function() { ""use strict""; try { try { var trackerData; var trackerDataWoodford; const api2 = window.player_instance_4bedc4da3e274a9e87fe3d94a0a15cbf; api2.on('adImpression',",Direct,2
https://www.aljazeera.com/features/2025/11/13/have-extrajudicial-killings-continued-under-bangladeshs-yunus-government,"New rulers, old killers: Bangladesh extrajudicial deaths mount under Yunus | Police | Al Jazeera","cnx,.cnx-inherit-body-font-family,.cnx-inherit-body-font-family,.cnx-cta-btn-text{font-family:""Roboto"",""Roboto Bold"",""Helvetica Neue"",""Helvetica"",""Arial"",sans-serif !important;}cnx-lit-ui-template::part(cta-wrapper){width:71px;height:23px;display:flex;justify-content:center;clip-path:polygon(0% 0,100% 0,100% 100%,0% 100%)} (function() { ""use strict""; try { try { var trackerData; var trackerDataWoodford; const api2 = window.player_instance_1d4422189f3d4d148b8adb9d50570d89; api2.on('adImpression',",Direct,2
